DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
17-04-2018,Ozone,58,25,10,58,56,24,12,40,N.A.,26,38,N.A.,37,80,75,28,20,18
17-04-2018,Respirable Suspended Particulates,30,30,32,29,30,53,36,33,N.A.,46,31,N.A.,28,34,27,35,34,41
17-04-2018,Sulphur Dioxide,2,8,2,1,2,11,7,4,N.A.,10,2,N.A.,5,7,N.A.,1,3,6
18-04-2018,Carbon Monoxide,N.A.,73,90,N.A.,N.A.,70,61,N.A.,N.A.,72,N.A.,N.A.,N.A.,71,62,N.A.,105,40
18-04-2018,Fine Suspended Particulates ,31,31,30,29,33,39,19,34,N.A.,31,33,N.A.,29,26,25,30,36,41
18-04-2018,Nitrogen Dioxide,38,49,77,46,33,75,39,55,N.A.,63,40,N.A.,56,8,37,42,107,110
18-04-2018,Nitrogen Oxides,41,54,128,N.A.,37,85,43,63,N.A.,76,43,N.A.,67,10,45,50,151,218
18-04-2018,Ozone,106,87,35,113,112,66,73,89,N.A.,56,104,N.A.,92,138,115,63,52,49
18-04-2018,Respirable Suspended Particulates,53,50,56,58,64,63,42,58,N.A.,59,58,N.A.,53,50,48,53,60,69
18-04-2018,Sulphur Dioxide,4,5,2,3,3,10,8,6,N.A.,8,4,N.A.,3,7,N.A.,2,4,7
19-04-2018,Carbon Monoxide,N.A.,63,79,N.A.,N.A.,62,56,N.A.,N.A.,58,N.A.,N.A.,N.A.,59,52,N.A.,91,32
19-04-2018,Fine Suspended Particulates ,28,27,27,26,28,34,18,26,N.A.,29,28,N.A.,27,21,22,24,30,36
19-04-2018,Nitrogen Dioxide,33,44,76,45,26,82,38,52,N.A.,52,39,N.A.,54,7,40,29,98,117
19-04-2018,Nitrogen Oxides,36,48,132,N.A.,29,95,44,60,N.A.,62,43,N.A.,66,8,59,35,137,270
19-04-2018,Ozone,107,104,36,111,118,66,78,94,N.A.,80,108,N.A.,100,142,107,77,64,47
19-04-2018,Respirable Suspended Particulates,43,41,50,49,53,58,37,48,N.A.,51,50,N.A.,46,43,41,43,50,61
19-04-2018,Sulphur Dioxide,5,6,4,4,3,10,8,6,N.A.,8,5,N.A.,3,8,5,2,4,8
20-04-2018,Carbon Monoxide,N.A.,56,74,N.A.,N.A.,49,43,N.A.,N.A.,45,N.A.,N.A.,N.A.,57,43,N.A.,90,49
20-04-2018,Fine Suspended Particulates ,26,26,24,25,28,29,14,27,N.A.,25,29,N.A.,26,22,20,22,30,41
20-04-2018,Nitrogen Dioxide,17,38,68,46,23,42,23,46,N.A.,40,41,N.A.,52,8,17,31,83,89
20-04-2018,Nitrogen Oxides,19,43,120,N.A.,26,47,26,55,N.A.,46,45,N.A.,70,9,23,37,122,169
20-04-2018,Ozone,113,86,33,94,101,81,86,76,N.A.,70,82,N.A.,81,119,117,69,53,47
20-04-2018,Respirable Suspended Particulates,47,47,51,52,57,51,39,53,N.A.,48,56,N.A.,50,46,45,45,54,72
20-04-2018,Sulphur Dioxide,4,5,3,4,3,7,9,5,N.A.,7,4,N.A.,2,8,5,2,4,6
21-04-2018,Carbon Monoxide,N.A.,54,68,N.A.,N.A.,46,37,N.A.,N.A.,39,N.A.,N.A.,N.A.,53,40,N.A.,92,73
21-04-2018,Fine Suspended Particulates ,23,22,23,27,31,26,10,28,N.A.,19,26,N.A.,24,20,21,21,28,36
21-04-2018,Nitrogen Dioxide,13,33,46,40,23,36,10,42,N.A.,33,36,N.A.,41,7,14,26,78,69
21-04-2018,Nitrogen Oxides,16,39,104,N.A.,28,43,13,56,N.A.,43,42,N.A.,56,8,21,33,137,132
21-04-2018,Ozone,85,63,23,69,75,62,N.A.,51,N.A.,53,57,N.A.,64,92,92,52,30,37
21-04-2018,Respirable Suspended Particulates,38,37,45,50,54,45,29,47,N.A.,39,48,N.A.,43,41,44,39,48,61
21-04-2018,Sulphur Dioxide,2,4,3,4,3,7,9,5,N.A.,6,3,N.A.,1,7,5,1,4,5
22-04-2018,Carbon Monoxide,N.A.,55,75,N.A.,N.A.,47,36,N.A.,N.A.,40,N.A.,N.A.,N.A.,56,41,N.A.,93,77
22-04-2018,Fine Suspended Particulates ,26,21,26,31,32,25,9,27,N.A.,20,27,N.A.,22,25,28,22,30,34
22-04-2018,Nitrogen Dioxide,13,29,41,38,25,37,10,33,N.A.,33,39,N.A.,30,12,16,22,67,78
22-04-2018,Nitrogen Oxides,15,36,106,N.A.,33,46,12,44,N.A.,47,47,N.A.,39,14,22,29,125,234
22-04-2018,Ozone,69,46,17,62,57,39,51,41,N.A.,31,41,N.A.,55,91,83,43,25,18
22-04-2018,Respirable Suspended Particulates,36,31,43,46,49,38,22,38,N.A.,34,44,N.A.,35,39,43,36,44,51
22-04-2018,Sulphur Dioxide,3,4,4,6,3,13,7,5,N.A.,7,5,N.A.,1,11,8,2,5,6
23-04-2018,Carbon Monoxide,N.A.,47,72,N.A.,N.A.,44,33,N.A.,N.A.,34,N.A.,N.A.,N.A.,49,40,N.A.,71,72
23-04-2018,Fine Suspended Particulates ,15,13,12,13,18,14,3,15,N.A.,13,12,N.A.,14,15,12,13,14,22
23-04-2018,Nitrogen Dioxide,34,37,38,28,42,30,14,33,N.A.,32,28,N.A.,47,15,31,30,61,75
23-04-2018,Nitrogen Oxides,55,62,193,N.A.,87,45,24,58,N.A.,49,58,N.A.,105,20,54,49,174,267
23-04-2018,Ozone,23,20,6,34,23,29,29,19,N.A.,21,24,N.A.,22,36,28,18,9,9
23-04-2018,Respirable Suspended Particulates,20,18,19,18,26,21,8,24,N.A.,21,19,N.A.,23,20,22,19,21,31
23-04-2018,Sulphur Dioxide,11,6,9,3,5,9,5,14,N.A.,10,20,N.A.,11,9,5,2,11,7
24-04-2018,Carbon Monoxide,N.A.,61,95,N.A.,N.A.,62,57,N.A.,N.A.,55,N.A.,N.A.,N.A.,66,53,N.A.,69,100
24-04-2018,Fine Suspended Particulates ,17,16,22,17,20,21,8,19,N.A.,16,21,N.A.,22,14,13,18,19,32
24-04-2018,Nitrogen Dioxide,43,57,62,56,53,60,53,58,N.A.,46,65,N.A.,71,21,35,41,83,93
24-04-2018,Nitrogen Oxides,72,99,373,N.A.,103,100,97,113,N.A.,72,126,N.A.,182,31,70,84,225,411
24-04-2018,Ozone,25,13,1,19,17,20,9,12,N.A.,24,9,N.A.,11,32,22,12,7,2
24-04-2018,Respirable Suspended Particulates,24,22,32,24,28,30,15,27,N.A.,27,28,N.A.,29,19,20,24,26,45
24-04-2018,Sulphur Dioxide,4,8,15,8,5,9,9,12,N.A.,8,10,N.A.,18,7,5,3,11,17
25-04-2018,Carbon Monoxide,N.A.,79,98,N.A.,N.A.,73,67,N.A.,N.A.,71,N.A.,N.A.,N.A.,77,61,N.A.,81,86
25-04-2018,Fine Suspended Particulates ,22,22,20,21,22,27,12,24,N.A.,24,23,N.A.,22,18,17,21,24,32
25-04-2018,Nitrogen Dioxide,26,41,60,48,33,43,29,44,N.A.,41,42,N.A.,43,10,21,36,80,82
25-04-2018,Nitrogen Oxides,29,48,166,N.A.,43,55,38,56,N.A.,47,46,N.A.,57,12,28,50,135,186
25-04-2018,Ozone,77,53,14,62,68,48,42,54,N.A.,42,55,N.A.,61,87,84,37,31,27
25-04-2018,Respirable Suspended Particulates,33,30,30,33,34,39,23,34,N.A.,40,34,N.A.,31,27,27,31,34,47
25-04-2018,Sulphur Dioxide,3,4,3,2,2,6,6,4,N.A.,7,2,N.A.,1,7,3,1,2,5
26-04-2018,Carbon Monoxide,N.A.,77,90,N.A.,N.A.,70,63,N.A.,N.A.,68,N.A.,N.A.,N.A.,72,56,N.A.,84,82
26-04-2018,Fine Suspended Particulates ,31,32,31,30,31,35,20,32,N.A.,34,33,N.A.,29,26,23,30,35,42
26-04-2018,Nitrogen Dioxide,25,44,63,47,27,57,36,53,N.A.,52,37,N.A.,49,8,17,35,87,90
26-04-2018,Nitrogen Oxides,27,48,120,N.A.,31,65,41,61,N.A.,60,39,N.A.,61,9,23,41,117,171
26-04-2018,Ozone,113,87,32,107,109,62,N.A.,79,N.A.,56,96,N.A.,87,125,129,68,59,53
26-04-2018,Respirable Suspended Particulates,39,42,46,47,51,47,37,45,N.A.,49,50,N.A.,40,38,39,45,51,62
26-04-2018,Sulphur Dioxide,2,4,2,2,2,6,7,4,N.A.,6,2,N.A.,1,6,3,1,2,5
27-04-2018,Carbon Monoxide,N.A.,84,101,N.A.,N.A.,85,82,N.A.,N.A.,77,N.A.,N.A.,N.A.,80,63,N.A.,95,96
27-04-2018,Fine Suspended Particulates ,32,38,37,34,36,45,34,35,N.A.,37,36,N.A.,33,29,28,33,41,44
27-04-2018,Nitrogen Dioxide,32,78,78,51,39,89,80,71,N.A.,61,46,N.A.,78,10,15,41,103,92
27-04-2018,Nitrogen Oxides,34,100,194,N.A.,46,106,97,88,N.A.,74,51,N.A.,115,11,21,51,152,171
27-04-2018,Ozone,97,46,19,98,91,40,51,59,N.A.,42,83,N.A.,58,102,128,55,44,43
27-04-2018,Respirable Suspended Particulates,41,50,51,47,52,61,53,47,N.A.,56,50,N.A.,44,37,39,44,55,63
27-04-2018,Sulphur Dioxide,7,10,4,5,3,10,10,7,N.A.,8,3,N.A.,7,8,5,1,5,6
28-04-2018,Carbon Monoxide,N.A.,73,91,N.A.,N.A.,67,59,N.A.,N.A.,62,N.A.,N.A.,N.A.,72,56,N.A.,85,87
28-04-2018,Fine Suspended Particulates ,34,36,38,36,40,39,23,38,N.A.,32,40,N.A.,33,31,29,34,43,51
28-04-2018,Nitrogen Dioxide,16,36,58,46,23,51,23,44,N.A.,38,38,N.A.,41,8,17,34,88,82
28-04-2018,Nitrogen Oxides,18,39,114,N.A.,27,56,26,51,N.A.,42,41,N.A.,50,9,23,40,130,142
28-04-2018,Ozone,119,95,32,102,105,75,108,81,N.A.,83,86,N.A.,94,133,124,70,53,54
28-04-2018,Respirable Suspended Particulates,41,44,50,49,55,50,36,48,N.A.,49,55,N.A.,41,43,42,46,55,68
28-04-2018,Sulphur Dioxide,10,5,4,4,4,9,8,6,N.A.,6,3,N.A.,2,8,5,2,4,6
29-04-2018,Carbon Monoxide,N.A.,68,80,N.A.,N.A.,59,49,N.A.,N.A.,53,N.A.,N.A.,N.A.,70,53,N.A.,78,83
29-04-2018,Fine Suspended Particulates ,32,28,32,37,38,33,14,32,N.A.,25,34,N.A.,29,30,30,27,35,43
29-04-2018,Nitrogen Dioxide,11,35,52,34,25,33,16,32,N.A.,35,36,N.A.,34,9,12,24,76,73
29-04-2018,Nitrogen Oxides,13,42,111,N.A.,32,37,18,39,N.A.,43,39,N.A.,43,10,18,30,119,141
29-04-2018,Ozone,100,69,26,101,88,72,89,73,N.A.,61,72,N.A.,80,116,112,63,48,44
29-04-2018,Respirable Suspended Particulates,38,36,48,47,53,43,25,42,N.A.,41,47,N.A.,36,39,41,37,47,59
29-04-2018,Sulphur Dioxide,12,4,3,5,3,11,11,5,N.A.,9,2,N.A.,1,8,6,1,3,4
30-04-2018,Carbon Monoxide,N.A.,63,91,N.A.,N.A.,53,45,N.A.,N.A.,48,N.A.,N.A.,N.A.,65,49,N.A.,78,84
30-04-2018,Fine Suspended Particulates ,24,24,26,28,29,27,7,27,N.A.,20,24,N.A.,24,25,24,24,29,34
30-04-2018,Nitrogen Dioxide,25,47,49,43,33,42,18,41,N.A.,41,39,N.A.,49,15,17,28,73,75
30-04-2018,Nitrogen Oxides,30,83,189,N.A.,50,59,27,63,N.A.,66,68,N.A.,88,16,24,40,156,227
30-04-2018,Ozone,46,23,8,56,45,30,54,33,N.A.,22,32,N.A.,36,63,66,36,21,14
30-04-2018,Respirable Suspended Particulates,32,34,37,39,42,37,17,35,N.A.,38,37,N.A.,34,33,35,34,40,48
30-04-2018,Sulphur Dioxide,7,11,4,4,2,19,5,4,N.A.,12,3,N.A.,6,9,5,1,4,5
01-05-2018,Carbon Monoxide,N.A.,53,77,N.A.,N.A.,45,41,N.A.,N.A.,37,N.A.,N.A.,N.A.,55,45,N.A.,67,80
01-05-2018,Fine Suspended Particulates ,14,15,14,15,20,17,4,15,N.A.,11,15,N.A.,17,18,13,14,16,23
01-05-2018,Nitrogen Dioxide,29,39,37,28,37,26,14,32,N.A.,31,36,N.A.,43,11,27,27,60,70
01-05-2018,Nitrogen Oxides,39,69,189,N.A.,67,33,22,52,N.A.,48,72,N.A.,85,13,43,44,174,260
01-05-2018,Ozone,21,14,3,32,24,32,45,19,N.A.,23,15,N.A.,14,38,28,16,7,7
01-05-2018,Respirable Suspended Particulates,20,20,21,21,29,25,11,22,N.A.,25,23,N.A.,27,24,21,19,23,34
01-05-2018,Sulphur Dioxide,3,13,21,5,5,10,5,12,N.A.,13,14,N.A.,17,8,6,2,15,8
02-05-2018,Carbon Monoxide,N.A.,49,92,N.A.,N.A.,46,43,N.A.,N.A.,37,N.A.,N.A.,N.A.,53,48,N.A.,58,79
02-05-2018,Fine Suspended Particulates ,16,16,14,15,20,18,6,N.A.,N.A.,9,14,N.A.,21,18,14,16,14,22
02-05-2018,Nitrogen Dioxide,45,42,46,33,56,37,27,32,N.A.,38,21,N.A.,55,19,44,37,66,71
02-05-2018,Nitrogen Oxides,74,76,229,N.A.,124,59,49,48,N.A.,64,34,N.A.,134,24,86,69,186,274
02-05-2018,Ozone,15,17,3,29,14,25,47,20,N.A.,26,30,N.A.,11,25,14,15,7,5
02-05-2018,Respirable Suspended Particulates,23,21,20,21,32,26,14,N.A.,N.A.,26,20,N.A.,31,24,22,22,20,32
02-05-2018,Sulphur Dioxide,7,9,13,30,8,9,6,8,N.A.,10,10,N.A.,24,9,12,4,8,19
03-05-2018,Carbon Monoxide,N.A.,67,100,N.A.,N.A.,63,61,N.A.,N.A.,51,N.A.,N.A.,N.A.,69,53,N.A.,74,86
03-05-2018,Fine Suspended Particulates ,23,24,24,24,27,27,20,N.A.,N.A.,18,27,N.A.,24,21,19,20,25,32
03-05-2018,Nitrogen Dioxide,27,50,60,43,38,57,41,52,N.A.,46,46,N.A.,57,14,24,35,84,82
03-05-2018,Nitrogen Oxides,41,79,207,N.A.,75,74,63,99,N.A.,58,76,N.A.,99,18,48,53,181,234
03-05-2018,Ozone,84,57,21,70,73,65,90,57,N.A.,63,61,N.A.,58,97,86,49,33,35
03-05-2018,Respirable Suspended Particulates,30,34,35,39,43,46,36,N.A.,N.A.,39,40,N.A.,35,34,30,30,35,51
03-05-2018,Sulphur Dioxide,8,9,9,5,7,11,15,9,N.A.,10,7,N.A.,7,7,5,3,9,10
04-05-2018,Carbon Monoxide,N.A.,67,88,N.A.,N.A.,60,55,N.A.,N.A.,50,N.A.,N.A.,N.A.,73,55,N.A.,N.A.,77
04-05-2018,Fine Suspended Particulates ,18,18,20,20,21,20,9,N.A.,N.A.,13,21,N.A.,20,18,15,15,22,26
04-05-2018,Nitrogen Dioxide,18,33,56,43,25,27,14,46,N.A.,30,30,N.A.,42,6,17,34,80,79
04-05-2018,Nitrogen Oxides,20,37,101,N.A.,29,30,15,54,N.A.,32,33,N.A.,53,7,23,40,114,139
04-05-2018,Ozone,120,105,42,108,110,106,138,89,N.A.,99,100,N.A.,103,128,124,72,62,65
04-05-2018,Respirable Suspended Particulates,28,26,36,35,37,30,22,N.A.,N.A.,29,36,N.A.,30,35,28,25,34,43
04-05-2018,Sulphur Dioxide,1,4,4,2,2,5,5,3,N.A.,6,2,N.A.,1,6,3,1,2,4
05-05-2018,Carbon Monoxide,N.A.,58,79,N.A.,N.A.,51,42,N.A.,N.A.,40,N.A.,N.A.,N.A.,59,43,N.A.,49,74
05-05-2018,Fine Suspended Particulates ,17,15,16,18,22,20,5,21,N.A.,11,20,N.A.,17,17,12,16,22,26
05-05-2018,Nitrogen Dioxide,13,31,48,42,22,32,14,43,N.A.,29,33,N.A.,41,6,16,23,74,72
05-05-2018,Nitrogen Oxides,16,37,102,N.A.,27,38,18,54,N.A.,36,38,N.A.,56,7,22,28,119,145
05-05-2018,Ozone,98,72,30,84,88,70,100,63,N.A.,66,72,N.A.,73,105,105,59,43,45
05-05-2018,Respirable Suspended Particulates,35,30,42,48,54,37,23,45,N.A.,33,47,N.A.,39,43,40,35,44,55
05-05-2018,Sulphur Dioxide,2,4,5,3,3,6,5,3,N.A.,6,4,N.A.,1,7,4,1,2,4
06-05-2018,Carbon Monoxide,N.A.,47,N.A.,N.A.,N.A.,43,32,N.A.,N.A.,28,N.A.,N.A.,N.A.,52,38,N.A.,41,68
06-05-2018,Fine Suspended Particulates ,10,11,N.A.,12,16,12,6,11,N.A.,4,9,N.A.,12,10,8,9,11,15
06-05-2018,Nitrogen Dioxide,21,32,N.A.,21,42,26,5,24,N.A.,22,21,N.A.,41,8,21,20,58,58
06-05-2018,Nitrogen Oxides,26,51,N.A.,N.A.,87,34,8,33,N.A.,34,29,N.A.,78,9,35,30,154,186
06-05-2018,Ozone,39,27,N.A.,45,25,32,71,32,N.A.,33,34,N.A.,30,51,39,26,14,17
06-05-2018,Respirable Suspended Particulates,17,17,N.A.,27,30,21,14,23,N.A.,18,18,N.A.,23,22,20,17,21,27
06-05-2018,Sulphur Dioxide,2,7,N.A.,2,4,7,5,4,N.A.,7,5,N.A.,8,6,4,1,5,6
07-05-2018,Carbon Monoxide,N.A.,44,72,N.A.,N.A.,40,33,N.A.,N.A.,25,N.A.,N.A.,N.A.,51,35,N.A.,40,64
07-05-2018,Fine Suspended Particulates ,8,9,N.A.,8,17,11,7,9,N.A.,3,8,N.A.,13,8,6,6,9,14
07-05-2018,Nitrogen Dioxide,19,34,35,13,52,26,10,23,N.A.,22,17,N.A.,51,8,21,20,51,45
07-05-2018,Nitrogen Oxides,27,55,158,N.A.,137,38,19,36,N.A.,36,25,N.A.,150,9,38,36,173,158
07-05-2018,Ozone,29,14,8,41,15,27,52,19,N.A.,27,23,N.A.,9,35,26,19,7,14
07-05-2018,Respirable Suspended Particulates,14,14,N.A.,14,27,17,12,17,N.A.,16,14,N.A.,24,15,15,9,16,24
07-05-2018,Sulphur Dioxide,2,6,6,2,3,6,5,6,N.A.,6,8,N.A.,15,5,3,0,8,5
08-05-2018,Carbon Monoxide,N.A.,61,94,N.A.,N.A.,58,54,N.A.,N.A.,42,N.A.,N.A.,N.A.,60,47,N.A.,67,93
08-05-2018,Fine Suspended Particulates ,12,12,11,9,14,14,11,13,N.A.,10,12,N.A.,15,9,6,10,16,22
08-05-2018,Nitrogen Dioxide,55,58,66,53,58,61,55,68,N.A.,51,62,N.A.,71,10,34,42,90,92
08-05-2018,Nitrogen Oxides,89,96,243,N.A.,97,100,91,126,N.A.,78,102,N.A.,139,12,52,70,229,300
08-05-2018,Ozone,25,18,5,38,27,20,9,14,N.A.,22,22,N.A.,14,54,45,18,9,8
08-05-2018,Respirable Suspended Particulates,18,14,16,15,19,19,16,19,N.A.,17,18,N.A.,21,15,13,15,20,32
08-05-2018,Sulphur Dioxide,6,7,8,2,4,9,8,8,N.A.,9,9,N.A.,7,6,3,1,8,8
09-05-2018,Carbon Monoxide,N.A.,61,72,N.A.,N.A.,56,46,N.A.,N.A.,43,N.A.,N.A.,N.A.,49,43,N.A.,56,66
09-05-2018,Fine Suspended Particulates ,15,15,15,N.A.,19,18,15,19,N.A.,12,17,N.A.,17,15,12,13,20,23
09-05-2018,Nitrogen Dioxide,25,35,57,40,21,42,18,N.A.,N.A.,40,32,N.A.,46,6,18,31,81,66
09-05-2018,Nitrogen Oxides,30,41,116,N.A.,26,60,27,N.A.,N.A.,52,35,N.A.,63,7,25,42,132,129
09-05-2018,Ozone,82,70,46,74,84,62,71,62,N.A.,58,72,N.A.,66,97,89,46,35,38
09-05-2018,Respirable Suspended Particulates,24,22,27,N.A.,32,26,25,32,N.A.,29,30,N.A.,26,31,26,23,30,39
09-05-2018,Sulphur Dioxide,5,4,5,3,5,7,5,3,N.A.,6,4,N.A.,2,6,4,1,3,5
10-05-2018,Carbon Monoxide,N.A.,53,69,N.A.,N.A.,49,41,N.A.,N.A.,35,N.A.,N.A.,N.A.,31,40,N.A.,54,62
10-05-2018,Fine Suspended Particulates ,16,17,15,N.A.,22,19,17,21,N.A.,12,20,N.A.,19,19,14,16,20,26
10-05-2018,Nitrogen Dioxide,24,28,58,39,19,21,11,46,N.A.,28,28,N.A.,47,4,16,31,76,73
10-05-2018,Nitrogen Oxides,26,32,91,N.A.,23,24,13,57,N.A.,30,31,N.A.,65,5,22,38,118,142
10-05-2018,Ozone,102,94,70,91,99,98,96,79,N.A.,89,87,N.A.,82,117,108,60,53,56
10-05-2018,Respirable Suspended Particulates,34,30,36,N.A.,51,35,35,42,N.A.,36,42,N.A.,35,52,42,36,39,50
10-05-2018,Sulphur Dioxide,5,4,4,1,3,4,4,3,N.A.,5,2,N.A.,1,6,2,0,1,2
11-05-2018,Carbon Monoxide,N.A.,51,72,N.A.,N.A.,49,42,N.A.,N.A.,34,N.A.,N.A.,N.A.,30,37,N.A.,56,62
11-05-2018,Fine Suspended Particulates ,20,20,18,N.A.,24,23,9,24,N.A.,11,23,N.A.,24,20,14,17,23,30
11-05-2018,Nitrogen Dioxide,13,27,69,45,21,35,24,46,N.A.,29,35,N.A.,43,5,13,29,75,71
11-05-2018,Nitrogen Oxides,15,34,114,N.A.,26,42,30,60,N.A.,36,39,N.A.,60,6,19,37,117,134
11-05-2018,Ozone,101,77,52,77,89,71,64,66,N.A.,68,73,N.A.,71,107,102,52,44,45
11-05-2018,Respirable Suspended Particulates,41,37,44,N.A.,55,41,29,48,N.A.,35,51,N.A.,46,43,42,38,46,59
11-05-2018,Sulphur Dioxide,4,4,4,2,3,6,4,3,N.A.,5,3,N.A.,1,6,3,1,2,2
12-05-2018,Carbon Monoxide,N.A.,51,78,N.A.,N.A.,48,42,N.A.,N.A.,34,N.A.,N.A.,N.A.,31,43,N.A.,61,73
12-05-2018,Fine Suspended Particulates ,17,17,14,17,22,19,5,18,N.A.,11,18,N.A.,21,17,14,16,20,26
12-05-2018,Nitrogen Dioxide,38,39,69,37,36,37,23,47,N.A.,32,45,N.A.,52,7,26,32,78,75
12-05-2018,Nitrogen Oxides,52,64,167,N.A.,58,51,34,75,N.A.,48,63,N.A.,96,9,44,46,175,247
12-05-2018,Ozone,39,29,19,49,44,41,35,31,N.A.,36,31,N.A.,30,65,53,32,17,16
12-05-2018,Respirable Suspended Particulates,31,30,29,32,41,34,19,34,N.A.,32,36,N.A.,37,30,33,31,35,44
12-05-2018,Sulphur Dioxide,6,9,8,4,6,7,4,7,N.A.,8,6,N.A.,12,8,6,2,6,6
13-05-2018,Carbon Monoxide,N.A.,45,81,N.A.,N.A.,48,41,N.A.,N.A.,31,N.A.,N.A.,N.A.,35,47,N.A.,51,83
13-05-2018,Fine Suspended Particulates ,15,13,11,13,19,15,5,15,N.A.,8,12,N.A.,19,15,11,13,13,22
13-05-2018,Nitrogen Dioxide,36,28,63,25,50,32,13,35,N.A.,31,24,N.A.,54,16,36,27,66,81
13-05-2018,Nitrogen Oxides,47,41,163,N.A.,87,44,22,52,N.A.,44,36,N.A.,94,19,74,57,167,289
13-05-2018,Ozone,30,34,9,45,22,38,39,29,N.A.,35,37,N.A.,20,34,30,21,14,6
13-05-2018,Respirable Suspended Particulates,22,19,21,20,30,26,13,24,N.A.,26,20,N.A.,30,23,21,21,21,34
13-05-2018,Sulphur Dioxide,10,8,11,4,8,8,4,10,N.A.,9,6,N.A.,21,7,5,2,8,8
14-05-2018,Carbon Monoxide,N.A.,45,73,N.A.,N.A.,47,38,N.A.,N.A.,29,N.A.,N.A.,N.A.,32,41,N.A.,55,72
14-05-2018,Fine Suspended Particulates ,14,12,6,12,18,14,4,12,N.A.,5,10,N.A.,18,12,10,11,12,18
14-05-2018,Nitrogen Dioxide,34,30,49,24,52,30,13,33,N.A.,30,13,N.A.,54,10,32,25,66,66
14-05-2018,Nitrogen Oxides,47,51,126,N.A.,114,44,27,50,N.A.,50,19,N.A.,124,12,58,48,186,239
14-05-2018,Ozone,25,20,16,39,19,35,30,25,N.A.,28,39,N.A.,13,31,28,21,10,10
14-05-2018,Respirable Suspended Particulates,20,19,11,17,28,23,11,21,N.A.,22,17,N.A.,25,18,19,17,18,28
14-05-2018,Sulphur Dioxide,8,8,6,3,5,7,5,5,N.A.,9,4,N.A.,16,6,4,1,5,5
15-05-2018,Carbon Monoxide,N.A.,46,72,N.A.,N.A.,45,33,N.A.,N.A.,25,N.A.,N.A.,N.A.,29,39,N.A.,59,70
15-05-2018,Fine Suspended Particulates ,11,9,5,9,14,12,3,11,N.A.,3,10,N.A.,14,10,8,9,11,16
15-05-2018,Nitrogen Dioxide,33,37,45,22,41,25,8,38,N.A.,26,15,N.A.,51,8,26,29,60,65
15-05-2018,Nitrogen Oxides,45,73,121,N.A.,87,37,13,62,N.A.,42,20,N.A.,113,11,48,52,172,227
15-05-2018,Ozone,24,14,16,39,21,31,38,19,N.A.,26,35,N.A.,10,35,28,14,7,11
15-05-2018,Respirable Suspended Particulates,17,15,8,14,22,17,7,18,N.A.,16,15,N.A.,23,13,17,13,16,25
15-05-2018,Sulphur Dioxide,8,11,6,3,4,7,4,6,N.A.,9,4,N.A.,13,8,5,2,5,5
16-05-2018,Carbon Monoxide,N.A.,45,75,N.A.,N.A.,45,37,N.A.,N.A.,25,N.A.,N.A.,N.A.,28,39,N.A.,60,70
16-05-2018,Fine Suspended Particulates ,N.A.,8,8,10,15,11,3,12,N.A.,4,10,N.A.,13,9,8,9,10,N.A.
16-05-2018,Nitrogen Dioxide,30,32,55,24,44,28,13,33,N.A.,30,17,N.A.,44,6,24,26,66,76
16-05-2018,Nitrogen Oxides,43,58,153,N.A.,98,43,19,53,N.A.,51,24,N.A.,93,7,44,45,194,280
16-05-2018,Ozone,24,19,11,38,22,30,33,23,N.A.,26,34,N.A.,15,42,32,15,9,6
16-05-2018,Respirable Suspended Particulates,16,13,11,13,22,17,7,18,N.A.,16,15,N.A.,21,12,17,12,14,N.A.
16-05-2018,Sulphur Dioxide,8,8,8,4,5,8,4,6,N.A.,10,5,N.A.,9,7,5,2,6,7
17-05-2018,Carbon Monoxide,N.A.,44,70,N.A.,N.A.,44,41,N.A.,N.A.,23,N.A.,N.A.,N.A.,25,39,N.A.,59,66
17-05-2018,Fine Suspended Particulates ,N.A.,9,6,10,14,13,2,12,N.A.,10,9,N.A.,15,N.A.,8,9,11,19
17-05-2018,Nitrogen Dioxide,29,31,49,16,46,24,10,32,N.A.,26,19,N.A.,45,8,24,25,57,51
17-05-2018,Nitrogen Oxides,43,56,138,N.A.,111,38,16,54,N.A.,45,31,N.A.,107,10,45,47,187,184
17-05-2018,Ozone,21,16,12,40,17,29,33,18,N.A.,23,26,N.A.,14,28,26,15,8,12
17-05-2018,Respirable Suspended Particulates,15,14,9,13,21,16,5,18,N.A.,15,13,N.A.,23,N.A.,16,12,15,25
17-05-2018,Sulphur Dioxide,6,8,7,3,4,7,4,5,N.A.,8,5,N.A.,15,6,4,2,6,5
18-05-2018,Carbon Monoxide,N.A.,45,68,N.A.,N.A.,45,41,N.A.,N.A.,22,N.A.,N.A.,N.A.,23,38,N.A.,59,67
18-05-2018,Fine Suspended Particulates ,N.A.,9,10,12,17,14,3,13,N.A.,10,11,N.A.,17,12,10,10,13,21
18-05-2018,Nitrogen Dioxide,27,27,54,18,50,28,15,31,N.A.,26,20,N.A.,45,10,25,25,64,71
18-05-2018,Nitrogen Oxides,37,48,152,N.A.,117,41,24,49,N.A.,43,33,N.A.,93,13,47,48,199,277
